NOMBRE;ESTADOS ID
AGUASCALIENTES;1
SAN FRANCISCO DE LOS ROMO;1
EL LLANO;1
RINCÓN DE ROMOS;1
COSÍO;1
SAN JOSÉ DE GRACIA;1
TEPEZALÁ;1
PABELLÓN DE ARTEAGA;1
ASIENTOS;1
CALVILLO;1
JESÚS MARÍA;1
MEXICALI;2
TECATE;2
SAN FELIPE;2
TIJUANA;2
PLAYAS DE ROSARITO;2
ENSENADA;2
SAN QUINTÍN;2
LA PAZ;3
LOS CABOS;3
COMONDÚ;3
LORETO;3
MULEGÉ;3
CAMPECHE;4
CARMEN;4
PALIZADA;4
CANDELARIA;4
ESCÁRCEGA;4
CHAMPOTÓN;4
SEYBAPLAYA;4
HOPELCHÉN;4
CALAKMUL;4
TENABO;4
HECELCHAKÁN;4
CALKINÍ;4
SALTILLO;5
ARTEAGA;5
JUÁREZ;5
PROGRESO;5
ESCOBEDO;5
SAN BUENAVENTURA;5
ABASOLO;5
CANDELA;5
FRONTERA;5
MONCLOVA;5
CASTAÑOS;5
RAMOS ARIZPE;5
GENERAL CEPEDA;5
PIEDRAS NEGRAS;5
NAVA;5
ACUÑA;5
MÚZQUIZ;5
JIMÉNEZ;5
ZARAGOZA;5
MORELOS;5
ALLENDE;5
VILLA UNIÓN;5
GUERRERO;5
HIDALGO;5
SABINAS;5
SAN JUAN DE SABINAS;5
TORREÓN;5
MATAMOROS;5
VIESCA;5
OCAMPO;5
NADADORES;5
SIERRA MOJADA;5
CUATRO CIÉNEGAS;5
LAMADRID;5
SACRAMENTO;5
SAN PEDRO;5
FRANCISCO I. MADERO;5
PARRAS;5
COLIMA;6
TECOMÁN;6
MANZANILLO;6
ARMERÍA;6
COQUIMATLÁN;6
COMALA;6
CUAUHTÉMOC;6
IXTLAHUACÁN;6
MINATITLÁN;6
VILLA DE ÁLVAREZ;6
TUXTLA GUTIÉRREZ;7
SAN FERNANDO;7
BERRIOZÁBAL;7
OCOZOCOAUTLA DE ESPINOSA;7
SUCHIAPA;7
CHIAPA DE CORZO;7
OSUMACINTA;7
SAN CRISTÓBAL DE LAS CASAS;7
CHAMULA;7
IXTAPA;7
ZINACANTÁN;7
ACALA;7
EMILIANO ZAPATA;7
CHIAPILLA;7
SAN LUCAS;7
TEOPISCA;7
AMATENANGO DEL VALLE;7
CHANAL;7
OXCHUC;7
HUIXTÁN;7
TENEJAPA;7
MITONTIC;7
REFORMA;7
JUÁREZ;7
PICHUCALCO;7
SUNUAPA;7
OSTUACÁN;7
FRANCISCO LEÓN;7
IXTACOMITÁN;7
SOLOSUCHIAPA;7
IXTAPANGAJOYA;7
MEZCALAPA;7
TECPATÁN;7
COPAINALÁ;7
CHICOASÉN;7
COAPILLA;7
PANTEPEC;7
TAPALAPA;7
OCOTEPEC;7
CHAPULTENANGO;7
AMATÁN;7
HUITIUPÁN;7
IXHUATÁN;7
TAPILULA;7
RAYÓN;7
PUEBLO NUEVO SOLISTAHUACÁN;7
RINCÓN CHAMULA SAN PEDRO;7
JITOTOL;7
BOCHIL;7
SOYALÓ;7
SAN JUAN CANCUC;7
SABANILLA;7
SIMOJOVEL;7
SAN ANDRÉS DURAZNAL;7
EL BOSQUE;7
CHALCHIHUITÁN;7
LARRÁINZAR;7
SANTIAGO EL PINAR;7
CHENALHÓ;7
ALDAMA;7
PANTELHÓ;7
SITALÁ;7
SALTO DE AGUA;7
TILA;7
TUMBALÁ;7
YAJALÓN;7
OCOSINGO;7
CHILÓN;7
BENEMÉRITO DE LAS AMÉRICAS;7
MARQUÉS DE COMILLAS;7
PALENQUE;7
LA LIBERTAD;7
CATAZAJÁ;7
COMITÁN DE DOMÍNGUEZ;7
TZIMOL;7
CHICOMUSELO;7
BELLA VISTA;7
FRONTERA COMALAPA;7
LA TRINITARIA;7
LA INDEPENDENCIA;7
MARAVILLA TENEJAPA;7
LAS MARGARITAS;7
ALTAMIRANO;7
VENUSTIANO CARRANZA;7
TOTOLAPA;7
NICOLÁS RUÍZ;7
LAS ROSAS;7
LA CONCORDIA;7
ÁNGEL ALBINO CORZO;7
MONTECRISTO DE GUERRERO;7
SOCOLTENANGO;7
CINTALAPA;7
JIQUIPILAS;7
ARRIAGA;7
VILLAFLORES;7
TONALÁ;7
VILLA CORZO;7
EL PARRAL;7
PIJIJIAPAN;7
MAPASTEPEC;7
ACAPETAHUA;7
ACACOYAGUA;7
ESCUINTLA;7
VILLA COMALTITLÁN;7
HUIXTLA;7
MAZATÁN;7
HUEHUETÁN;7
TUZANTÁN;7
TAPACHULA;7
SUCHIATE;7
FRONTERA HIDALGO;7
METAPA;7
TUXTLA CHICO;7
UNIÓN JUÁREZ;7
CACAHOATÁN;7
MOTOZINTLA;7
MAZAPA DE MADERO;7
AMATENANGO DE LA FRONTERA;7
BEJUCAL DE OCAMPO;7
LA GRANDEZA;7
EL PORVENIR;7
SILTEPEC;7
HONDURAS DE LA SIERRA;7
CAPITÁN LUIS ÁNGEL VIDAL;7
CHIHUAHUA;8
CUAUHTÉMOC;8
RIVA PALACIO;8
AQUILES SERDÁN;8
BACHÍNIVA;8
GUERRERO;8
NUEVO CASAS GRANDES;8
ASCENSIÓN;8
JANOS;8
CASAS GRANDES;8
GALEANA;8
BUENAVENTURA;8
GÓMEZ FARÍAS;8
IGNACIO ZARAGOZA;8
MADERA;8
NAMIQUIPA;8
TEMÓSACHIC;8
MATACHÍ;8
JUÁREZ;8
GUADALUPE;8
PRAXEDIS G. GUERRERO;8
AHUMADA;8
COYAME DEL SOTOL;8
OJINAGA;8
ALDAMA;8
JULIMES;8
MANUEL BENAVIDES;8
DELICIAS;8
ROSALES;8
MEOQUI;8
DR. BELISARIO DOMÍNGUEZ;8
SATEVÓ;8
SAN FRANCISCO DE BORJA;8
NONOAVA;8
GUACHOCHI;8
BOCOYNA;8
CUSIHUIRIACHI;8
GRAN MORELOS;8
SANTA ISABEL;8
CARICHÍ;8
URUACHI;8
OCAMPO;8
MORIS;8
CHÍNIPAS;8
MAGUARICHI;8
GUAZAPARES;8
BATOPILAS DE MANUEL GÓMEZ MORÍN;8
URIQUE;8
MORELOS;8
GUADALUPE Y CALVO;8
SAN FRANCISCO DEL ORO;8
ROSARIO;8
HUEJOTITÁN;8
EL TULE;8
BALLEZA;8
SANTA BÁRBARA;8
CAMARGO;8
SAUCILLO;8
VALLE DE ZARAGOZA;8
LA CRUZ;8
SAN FRANCISCO DE CONCHOS;8
HIDALGO DEL PARRAL;8
ALLENDE;8
LÓPEZ;8
MATAMOROS;8
JIMÉNEZ;8
CORONADO;8
ÁLVARO OBREGÓN;9
AZCAPOTZALCO;9
BENITO JUÁREZ;9
COYOACÁN;9
CUAJIMALPA DE MORELOS;9
CUAUHTÉMOC;9
GUSTAVO A. MADERO;9
IZTACALCO;9
IZTAPALAPA;9
LA MAGDALENA CONTRERAS;9
MIGUEL HIDALGO;9
MILPA ALTA;9
TLÁHUAC;9
TLALPAN;9
VENUSTIANO CARRANZA;9
XOCHIMILCO;9
DURANGO;10
CANATLÁN;10
NUEVO IDEAL;10
CONETO DE COMONFORT;10
SAN JUAN DEL RÍO;10
CANELAS;10
TOPIA;10
TAMAZULA;10
SANTIAGO PAPASQUIARO;10
OTÁEZ;10
SAN DIMAS;10
GUADALUPE VICTORIA;10
PEÑÓN BLANCO;10
PÁNUCO DE CORONADO;10
POANAS;10
NOMBRE DE DIOS;10
VICENTE GUERRERO;10
SÚCHIL;10
PUEBLO NUEVO;10
MEZQUITAL;10
GÓMEZ PALACIO;10
LERDO;10
MAPIMÍ;10
TLAHUALILO;10
HIDALGO;10
OCAMPO;10
GUANACEVÍ;10
SAN BERNARDO;10
INDÉ;10
SAN PEDRO DEL GALLO;10
TEPEHUANES;10
EL ORO;10
NAZAS;10
SAN LUIS DEL CORDERO;10
RODEO;10
CUENCAMÉ;10
SANTA CLARA;10
SAN JUAN DE GUADALUPE;10
GENERAL SIMÓN BOLÍVAR;10
GUANAJUATO;11
SILAO DE LA VICTORIA;11
ROMITA;11
SAN FRANCISCO DEL RINCÓN;11
PURÍSIMA DEL RINCÓN;11
MANUEL DOBLADO;11
IRAPUATO;11
SALAMANCA;11
PUEBLO NUEVO;11
PÉNJAMO;11
CUERÁMARO;11
ABASOLO;11
HUANÍMARO;11
LEÓN;11
SAN FELIPE;11
OCAMPO;11
SAN MIGUEL DE ALLENDE;11
DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL;11
SAN DIEGO DE LA UNIÓN;11
SAN LUIS DE LA PAZ;11
VICTORIA;11
XICHÚ;11
ATARJEA;11
SANTA CATARINA;11
DOCTOR MORA;11
TIERRA BLANCA;11
SAN JOSÉ ITURBIDE;11
CELAYA;11
APASEO EL GRANDE;11
COMONFORT;11
SANTA CRUZ DE JUVENTINO ROSAS;11
VILLAGRÁN;11
CORTAZAR;11
VALLE DE SANTIAGO;11
JARAL DEL PROGRESO;11
APASEO EL ALTO;11
JERÉCUARO;11
CORONEO;11
ACÁMBARO;11
TARIMORO;11
TARANDACUAO;11
MOROLEÓN;11
SALVATIERRA;11
YURIRIA;11
SANTIAGO MARAVATÍO;11
URIANGATO;11
CHILPANCINGO DE LOS BRAVO;12
GENERAL HELIODORO CASTILLO;12
LEONARDO BRAVO;12
TIXTLA DE GUERRERO;12
AYUTLA DE LOS LIBRES;12
MOCHITLÁN;12
QUECHULTENANGO;12
TECOANAPA;12
ACAPULCO DE JUÁREZ;12
JUAN R. ESCUDERO;12
SAN MARCOS;12
IGUALA DE LA INDEPENDENCIA;12
HUITZUCO DE LOS FIGUEROA;12
TEPECOACUILCO DE TRUJANO;12
EDUARDO NERI;12
TAXCO DE ALARCÓN;12
BUENAVISTA DE CUÉLLAR;12
TETIPAC;12
PILCAYA;12
TELOLOAPAN;12
IXCATEOPAN DE CUAUHTÉMOC;12
PEDRO ASCENCIO ALQUISIRAS;12
GENERAL CANUTO A. NERI;12
ARCELIA;12
APAXTLA;12
CUETZALA DEL PROGRESO;12
COCULA;12
TLAPEHUALA;12
CUTZAMALA DE PINZÓN;12
PUNGARABATO;12
TLALCHAPA;12
COYUCA DE CATALÁN;12
AJUCHITLÁN DEL PROGRESO;12
ZIRÁNDARO;12
SAN MIGUEL TOTOLAPAN;12
LA UNIÓN DE ISIDORO MONTES DE OCA;12
PETATLÁN;12
COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA;12
ZIHUATANEJO DE AZUETA;12
TÉCPAN DE GALEANA;12
ATOYAC DE ÁLVAREZ;12
BENITO JUÁREZ;12
COYUCA DE BENÍTEZ;12
OLINALÁ;12
ATENANGO DEL RÍO;12
COPALILLO;12
CUALÁC;12
CHILAPA DE ÁLVAREZ;12
JOSÉ JOAQUÍN DE HERRERA;12
AHUACUOTZINGO;12
ZITLALA;12
MÁRTIR DE CUILAPAN;12
HUAMUXTITLÁN;12
XOCHIHUEHUETLÁN;12
ALPOYECA;12
TLAPA DE COMONFORT;12
TLALIXTAQUILLA DE MALDONADO;12
XALPATLÁHUAC;12
ZAPOTITLÁN TABLAS;12
ACATEPEC;12
ATLIXTAC;12
COPANATOYAC;12
MALINALTEPEC;12
ILIATENCO;12
TLACOAPA;12
ATLAMAJALCINGO DEL MONTE;12
SAN LUIS ACATLÁN;12
METLATÓNOC;12
COCHOAPA EL GRANDE;12
ALCOZAUCA DE GUERRERO;12
OMETEPEC;12
TLACOACHISTLAHUACA;12
XOCHISTLAHUACA;12
FLORENCIO VILLARREAL;12
CUAUTEPEC;12
COPALA;12
AZOYÚ;12
JUCHITÁN;12
MARQUELIA;12
CUAJINICUILAPA;12
IGUALAPA;12
PACHUCA DE SOTO;13
MINERAL DEL CHICO;13
MINERAL DEL MONTE;13
AJACUBA;13
SAN AGUSTÍN TLAXIACA;13
MINERAL DE LA REFORMA;13
ZAPOTLÁN DE JUÁREZ;13
JACALA DE LEDEZMA;13
PISAFLORES;13
PACULA;13
LA MISIÓN;13
CHAPULHUACÁN;13
IXMIQUILPAN;13
ZIMAPÁN;13
NICOLÁS FLORES;13
CARDONAL;13
TASQUILLO;13
ALFAJAYUCAN;13
HUICHAPAN;13
TECOZAUTLA;13
NOPALA DE VILLAGRÁN;13
ACTOPAN;13
SANTIAGO DE ANAYA;13
SAN SALVADOR;13
FRANCISCO I. MADERO;13
EL ARENAL;13
MIXQUIAHUALA DE JUÁREZ;13
PROGRESO DE OBREGÓN;13
CHILCUAUTLA;13
TEZONTEPEC DE ALDAMA;13
TLAHUELILPAN;13
TULA DE ALLENDE;13
TEPEJI DEL RÍO DE OCAMPO;13
CHAPANTONGO;13
TEPETITLÁN;13
TETEPANGO;13
TLAXCOAPAN;13
ATITALAQUIA;13
ATOTONILCO DE TULA;13
HUEJUTLA DE REYES;13
SAN FELIPE ORIZATLÁN;13
JALTOCÁN;13
HUAUTLA;13
ATLAPEXCO;13
HUAZALINGO;13
YAHUALICA;13
XOCHIATIPAN;13
MOLANGO DE ESCAMILLA;13
TEPEHUACÁN DE GUERRERO;13
LOLOTLA;13
TLANCHINOL;13
TLAHUILTEPA;13
JUÁREZ HIDALGO;13
ZACUALTIPÁN DE ÁNGELES;13
CALNALI;13
XOCHICOATLÁN;13
TIANGUISTENGO;13
ATOTONILCO EL GRANDE;13
ELOXOCHITLÁN;13
METZTITLÁN;13
SAN AGUSTÍN METZQUITITLÁN;13
METEPEC;13
HUEHUETLA;13
SAN BARTOLO TUTOTEPEC;13
AGUA BLANCA DE ITURBIDE;13
TENANGO DE DORIA;13
HUASCA DE OCAMPO;13
ACATLÁN;13
OMITLÁN DE JUÁREZ;13
EPAZOYUCAN;13
TULANCINGO DE BRAVO;13
ACAXOCHITLÁN;13
CUAUTEPEC DE HINOJOSA;13
SANTIAGO TULANTEPEC DE LUGO GUERRERO;13
SINGUILUCAN;13
TIZAYUCA;13
ZEMPOALA;13
TOLCAYUCA;13
VILLA DE TEZONTEPEC;13
APAN;13
TLANALAPA;13
ALMOLOYA;13
EMILIANO ZAPATA;13
TEPEAPULCO;13
GUADALAJARA;14
ZAPOPAN;14
SAN CRISTÓBAL DE LA BARRANCA;14
IXTLAHUACÁN DEL RÍO;14
TALA;14
EL ARENAL;14
AMATITÁN;14
TONALÁ;14
ZAPOTLANEJO;14
ACATIC;14
CUQUÍO;14
SAN PEDRO TLAQUEPAQUE;14
TLAJOMULCO DE ZÚÑIGA;14
EL SALTO;14
ACATLÁN DE JUÁREZ;14
VILLA CORONA;14
ZACOALCO DE TORRES;14
ATEMAJAC DE BRIZUELA;14
JOCOTEPEC;14
IXTLAHUACÁN DE LOS MEMBRILLOS;14
JUANACATLÁN;14
CHAPALA;14
PONCITLÁN;14
ZAPOTLÁN DEL REY;14
HUEJUQUILLA EL ALTO;14
MEZQUITIC;14
VILLA GUERRERO;14
BOLAÑOS;14
TOTATICHE;14
COLOTLÁN;14
SANTA MARÍA DE LOS ÁNGELES;14
HUEJÚCAR;14
CHIMALTITÁN;14
SAN MARTÍN DE BOLAÑOS;14
TEQUILA;14
HOSTOTIPAQUILLO;14
MAGDALENA;14
ETZATLÁN;14
SAN MARCOS;14
SAN JUANITO DE ESCOBEDO;14
AMECA;14
AHUALULCO DE MERCADO;14
TEUCHITLÁN;14
SAN MARTÍN HIDALGO;14
GUACHINANGO;14
MIXTLÁN;14
MASCOTA;14
SAN SEBASTIÁN DEL OESTE;14
SAN JUAN DE LOS LAGOS;14
JALOSTOTITLÁN;14
SAN MIGUEL EL ALTO;14
SAN JULIÁN;14
ARANDAS;14
SAN IGNACIO CERRO GORDO;14
TEOCALTICHE;14
VILLA HIDALGO;14
ENCARNACIÓN DE DÍAZ;14
YAHUALICA DE GONZÁLEZ GALLO;14
MEXTICACÁN;14
CAÑADAS DE OBREGÓN;14
VALLE DE GUADALUPE;14
LAGOS DE MORENO;14
OJUELOS DE JALISCO;14
UNIÓN DE SAN ANTONIO;14
SAN DIEGO DE ALEJANDRÍA;14
TEPATITLÁN DE MORELOS;14
TOTOTLÁN;14
ATOTONILCO EL ALTO;14
OCOTLÁN;14
JAMAY;14
LA BARCA;14
AYOTLÁN;14
JESÚS MARÍA;14
DEGOLLADO;14
UNIÓN DE TULA;14
AYUTLA;14
ATENGUILLO;14
CUAUTLA;14
ATENGO;14
TALPA DE ALLENDE;14
PUERTO VALLARTA;14
CABO CORRIENTES;14
TOMATLÁN;14
COCULA;14
TECOLOTLÁN;14
TENAMAXTLÁN;14
JUCHITLÁN;14
CHIQUILISTLÁN;14
EJUTLA;14
EL LIMÓN;14
EL GRULLO;14
TONAYA;14
TUXCACUESCO;14
VILLA PURIFICACIÓN;14
LA HUERTA;14
AUTLÁN DE NAVARRO;14
CASIMIRO CASTILLO;14
CUAUTITLÁN DE GARCÍA BARRAGÁN;14
CIHUATLÁN;14
ZAPOTLÁN EL GRANDE;14
GÓMEZ FARÍAS;14
CONCEPCIÓN DE BUENOS AIRES;14
ATOYAC;14
TECHALUTA DE MONTENEGRO;14
TEOCUITATLÁN DE CORONA;14
SAYULA;14
TAPALPA;14
AMACUECA;14
TIZAPÁN EL ALTO;14
TUXCUECA;14
LA MANZANILLA DE LA PAZ;14
MAZAMITLA;14
VALLE DE JUÁREZ;14
QUITUPAN;14
ZAPOTILTIC;14
TAMAZULA DE GORDIANO;14
SAN GABRIEL;14
TOLIMÁN;14
ZAPOTITLÁN DE VADILLO;14
TUXPAN;14
TONILA;14
PIHUAMO;14
TECALITLÁN;14
JILOTLÁN DE LOS DOLORES;14
SANTA MARÍA DEL ORO;14
TOLUCA;15
ACAMBAY DE RUÍZ CASTAÑEDA;15
ACULCO;15
TEMASCALCINGO;15
ATLACOMULCO;15
TIMILPAN;15
MORELOS;15
EL ORO;15
SAN FELIPE DEL PROGRESO;15
SAN JOSÉ DEL RINCÓN;15
JOCOTITLÁN;15
IXTLAHUACA;15
JIQUIPILCO;15
TEMOAYA;15
ALMOLOYA DE JUÁREZ;15
VILLA VICTORIA;15
VILLA DE ALLENDE;15
DONATO GUERRA;15
IXTAPAN DEL ORO;15
SANTO TOMÁS;15
OTZOLOAPAN;15
ZACAZONAPAN;15
VALLE DE BRAVO;15
AMANALCO;15
TEMASCALTEPEC;15
ZINACANTEPEC;15
TEJUPILCO;15
LUVIANOS;15
SAN SIMÓN DE GUERRERO;15
AMATEPEC;15
TLATLAYA;15
SULTEPEC;15
TEXCALTITLÁN;15
COATEPEC HARINAS;15
VILLA GUERRERO;15
ZACUALPAN;15
ALMOLOYA DE ALQUISIRAS;15
IXTAPAN DE LA SAL;15
TONATICO;15
ZUMPAHUACÁN;15
LERMA;15
XONACATLÁN;15
OTZOLOTEPEC;15
SAN MATEO ATENCO;15
METEPEC;15
MEXICALTZINGO;15
CALIMAYA;15
CHAPULTEPEC;15
SAN ANTONIO LA ISLA;15
TENANGO DEL VALLE;15
RAYÓN;15
JOQUICINGO;15
TENANCINGO;15
MALINALCO;15
OCUILAN;15
ATIZAPÁN;15
ALMOLOYA DEL RÍO;15
TEXCALYACAC;15
TIANGUISTENCO;15
XALATLACO;15
CAPULHUAC;15
OCOYOACAC;15
HUIXQUILUCAN;15
ATIZAPÁN DE ZARAGOZA;15
NAUCALPAN DE JUÁREZ;15
TLALNEPANTLA DE BAZ;15
POLOTITLÁN;15
JILOTEPEC;15
SOYANIQUILPAN DE JUÁREZ;15
VILLA DEL CARBÓN;15
CHAPA DE MOTA;15
NICOLÁS ROMERO;15
ISIDRO FABELA;15
JILOTZINGO;15
TEPOTZOTLÁN;15
COYOTEPEC;15
HUEHUETOCA;15
CUAUTITLÁN IZCALLI;15
TEOLOYUCAN;15
CUAUTITLÁN;15
MELCHOR OCAMPO;15
TULTITLÁN;15
TULTEPEC;15
ECATEPEC DE MORELOS;15
ZUMPANGO;15
TEQUIXQUIAC;15
APAXCO;15
HUEYPOXTLA;15
COACALCO DE BERRIOZÁBAL;15
TECÁMAC;15
JALTENCO;15
TONANITLA;15
NEXTLALPAN;15
TEOTIHUACÁN;15
SAN MARTÍN DE LAS PIRÁMIDES;15
ACOLMAN;15
OTUMBA;15
AXAPUSCO;15
NOPALTEPEC;15
TEMASCALAPA;15
TEZOYUCA;15
CHIAUTLA;15
PAPALOTLA;15
TEPETLAOXTOC;15
TEXCOCO;15
CHICONCUAC;15
ATENCO;15
CHIMALHUACÁN;15
CHICOLOAPAN;15
LA PAZ;15
IXTAPALUCA;15
CHALCO;15
VALLE DE CHALCO SOLIDARIDAD;15
TEMAMATLA;15
COCOTITLÁN;15
TLALMANALCO;15
AYAPANGO;15
TENANGO DEL AIRE;15
OZUMBA;15
JUCHITEPEC;15
TEPETLIXPA;15
AMECAMECA;15
ATLAUTLA;15
ECATZINGO;15
NEZAHUALCÓYOTL;15
MORELIA;16
HUANIQUEO;16
COENEO;16
QUIROGA;16
TZINTZUNTZAN;16
LAGUNILLAS;16
ACUITZIO;16
MADERO;16
PURUÁNDIRO;16
JOSÉ SIXTO VERDUZCO;16
ANGAMACUTIRO;16
PANINDÍCUARO;16
ZACAPU;16
TLAZAZALCA;16
PURÉPERO;16
JIMÉNEZ;16
MORELOS;16
HUANDACAREO;16
CUITZEO;16
CHUCÁNDIRO;16
COPÁNDARO;16
TARÍMBARO;16
SANTA ANA MAYA;16
ÁLVARO OBREGÓN;16
ZINAPÉCUARO;16
INDAPARAPEO;16
QUERÉNDARO;16
SAHUAYO;16
BRISEÑAS;16
COJUMATLÁN DE RÉGULES;16
VENUSTIANO CARRANZA;16
PAJACUARÁN;16
VISTA HERMOSA;16
TANHUATO;16
YURÉCUARO;16
IXTLÁN;16
LA PIEDAD;16
NUMARÁN;16
CHURINTZIO;16
ZINÁPARO;16
PENJAMILLO;16
MARCOS CASTELLANOS;16
JIQUILPAN;16
VILLAMAR;16
CHAVINDA;16
ZAMORA;16
ECUANDUREO;16
TANGANCÍCUARO;16
CHILCHOTA;16
JACONA;16
TANGAMANDAPIO;16
COTIJA;16
TOCUMBO;16
TINGÜINDÍN;16
URUAPAN;16
CHARAPAN;16
PARACHO;16
CHERÁN;16
NAHUATZEN;16
TINGAMBATO;16
LOS REYES;16
PERIBÁN;16
TANCÍTARO;16
NUEVO PARANGARICUTIRO;16
BUENAVISTA;16
TEPALCATEPEC;16
AGUILILLA;16
APATZINGÁN;16
PARÁCUARO;16
COAHUAYANA;16
CHINICUILA;16
COALCOMÁN DE VÁZQUEZ PALLARES;16
AQUILA;16
TUMBISCATÍO;16
ARTEAGA;16
LÁZARO CÁRDENAS;16
EPITACIO HUERTA;16
CONTEPEC;16
TLALPUJAHUA;16
HIDALGO;16
MARAVATÍO;16
IRIMBO;16
SENGUIO;16
CHARO;16
TZITZIO;16
TIQUICHEO DE NICOLÁS ROMERO;16
APORO;16
ANGANGUEO;16
TUXPAN;16
OCAMPO;16
JUNGAPEO;16
ZITÁCUARO;16
TUZANTLA;16
JUÁREZ;16
SUSUPUATO;16
PÁTZCUARO;16
ERONGARÍCUARO;16
HUIRAMBA;16
TACÁMBARO;16
TURICATO;16
ZIRACUARETIRO;16
TARETAN;16
GABRIEL ZAMORA;16
NUEVO URECHO;16
MÚGICA;16
SALVADOR ESCALANTE;16
ARIO;16
LA HUACANA;16
CHURUMUCO;16
NOCUPÉTARO;16
CARÁCUARO;16
HUETAMO;16
SAN LUCAS;16
CUERNAVACA;17
HUITZILAC;17
TEPOZTLÁN;17
TLALNEPANTLA;17
TLAYACAPAN;17
JIUTEPEC;17
TEMIXCO;17
MIACATLÁN;17
COATETELCO;17
COATLÁN DEL RÍO;17
TETECALA;17
MAZATEPEC;17
AMACUZAC;17
PUENTE DE IXTLA;17
XOXOCOTLA;17
AYALA;17
YAUTEPEC;17
CUAUTLA;17
EMILIANO ZAPATA;17
TLALTIZAPÁN DE ZAPATA;17
ZACATEPEC;17
XOCHITEPEC;17
TETELA DEL VOLCÁN;17
HUEYAPAN;17
